sentence,spoiler,page,trope
The receiver battery died and the bus crashed into an all too familiar fence before stopping.,FALSE,Mythbusters,FailsafeFailure
He is more of the actual host of the show.,FALSE,Mythbusters,FiveManBand
"He owns M-5 and is the most tech savvy of the team, but he brought on Adam considering himself to be  too dull.",FALSE,Mythbusters,TheLancer
"The artist of the team, she usually does any sculpting, casting, and the like needed for a myth   though she's very intelligent and not afraid to  get physical  herself   as evidenced by her fondness for high-powered firearms and the time when she tore apart the car that Grant and Tory had to rebuild with duct tape.",FALSE,Mythbusters,TheChick
"In the intro of the Phone Book Friction myth, the bluescreen first showed Adam and Jamie alone tugging on the phone books, then two groups of people, then two cars, then two tanks.",FALSE,Mythbusters,Foreshadowing
Jamie wanted to triple wrap the breakaway rope while Adam felt that a double wrap would be good enough.,FALSE,Mythbusters,FunWithSubtitles
This was  remarked upon  by Tory.,FALSE,Mythbusters,GenreBlindness
"It's still in the shop, so apparently the owner didn't want it back.",FALSE,Mythbusters,GenreBlindness
"Kari now qualifies, having given birth to her first child, daughter Stella Ruby Urich.",FALSE,Mythbusters,HotMom
"Narrowly averted with a sword swinging robot, only because they realized after it was built that the horizontal swing arc was at head level...they were just really careful around it.",FALSE,Mythbusters,IdiotBall
"Unless it's for a test, Jamie is almost never seen in anything other than his standard outfit of leather work boots, khaki pants, a white button-down shirt with a black undershirt, and his beret.",FALSE,Mythbusters,LimitedWardrobe
"Subverted in nearly every episode, as just about every myth involving an explosion usually results in the items said to be explosive stubbornly refusing to detonate.",FALSE,Mythbusters,MadeOfExplodium
But they just soldier on whenever it happens.,FALSE,Mythbusters,NiceJobBreakingItHero
"According to Adam, in the Underwater Car Escape episode, watching Adam up close as he struggled in a vain attempt to escape a sinking car filling with water, was a horrifying enough image to Jamie that he couldn't sleep that night.",FALSE,Mythbusters,NightmareFuel
"Happening in the later seasons, thankfully during commercials and not in the show itself.",FALSE,Mythbusters,ProductPlacement
"After this one, Adam opined that he wasn't a fan of such ""oogie-boogie myths"", and declared that there would be no more such nonsense on the show (it's perfectly fine with the nonsense it's got).",TRUE,Mythbusters,PyramidPower
Adam is the red oni to Jamie's Blue oni and Tory and Kari are red onis to Grant's blue oni.,FALSE,Mythbusters,RedOniBlueOni
"Discovery recently mandated  Jamie and Adam host a new show,  Unchained Reaction , which is based around this concept    to their disdain .",FALSE,Mythbusters,RubeGoldbergDevice
"Other times they substitute one of the myths they do in an episode and do something different like having a contest between two teams on building a hovercraft using leaf blowers, and once Jamie and Adam decided to just do a holiday special Rube Goldberg contraption.",FALSE,Mythbusters,SomethingCompletelyDifferent
You don't wanna mix blur with blur.,FALSE,Mythbusters,SoundEffectBleep
"But either due to the budget or their reputation, they are increasingly being allowed to use the actual television and film clips in the show.",FALSE,Mythbusters,StockFootage
Tory It's  MythBusters .,FALSE,Mythbusters,StuffBlowingUp
"However, in the case of the full beer bottle, if it doesn't cave in your skull, you could still suffer catastrophic brain damage.",FALSE,Mythbusters,TapOnTheHead
"They need to see whether socks come off a smooth leg easier than a hairy leg, and to that end Tory is having one of his legs waxed.",FALSE,Mythbusters,TemptingFate
The underlying point of the show.,FALSE,Mythbusters,TruthInTelevision
"Used at times to indicate something happening over a long period of time, or the silver-on-blue doodles introducing each myth.",FALSE,Mythbusters,Undercrank
"Whenever the team revisits a myth, they joke that the fans are hounding them about how they did it wrong or didn't test all of the variables.",FALSE,Mythbusters,UnpleasableFanbase
Adam Savage  Lousy ingrates .,FALSE,Mythbusters,UnpleasableFanbase
"(How do you test something like  ""The Hook""  or  ""Blue Star Acid""?",FALSE,Mythbusters,UrbanLegends
"Invoked  with Kari, a vegetarian who finds the very sight of meat  repulsive  (except when she was pregnant, when  she reportedly couldn't get enough of her mother's beef stew ).",FALSE,Mythbusters,WhyDidItHaveToBeSnakes
"(His replacement was Uncle Charley, played by William Demarest.",FALSE,MyThreeSons,PutOnABus
A US  remake  is in the works.,FALSE,Naeturvaktin,WorkCom
lafur    almost  pulls it off  when the company sends someone to investigate all the complaints against Georg.,TRUE,Naeturvaktin,TheStarscream
"The massive amounts of them that dropped, however, meant that viewers couldn't see much of what was happening onstage.",FALSE,NameThatTune,ConfettiDrop
"Three tunes won ""Bid-A-Note.",FALSE,NameThatTune,Auction
"Created by  Donald P. Bellisario  and Don McGill,  NCIS  is a spinoff of  JAG  that leaped on the  Forensic Drama  bandwagon started by  CSI: Crime Scene Investigation , with some traditional  Crime And Punishment  and even a bit of  Spy Drama  thrown in for good measure.",FALSE,NCIS,MilitaryMaverick
"He responds, ""Illya Kuryakin,"" who was David McCallum's character in  The Man From UNCLE  40 years earlier.",FALSE,NCIS,ActorAllusion
"In the episode  Obsession  (7x21), Tony obsesses over a journalist who embodies all what he finds attractive in a woman, and who is missing.",FALSE,NCIS,DarkAngel
"In the 200th episode   Gibbs has a near-death experience and while in limbo he's shown glimpses of alternate time lines where he saw Ari in time (Kate and Dinozzo become a couple, get married and have kids as do Abby and Mcgee, but Ziva remains hostile and antisocial), didn't shoot the Reynosa siblings' dad (being unable to get revenge eventually turns him into a bitter alcoholic), and if his wife didn't testify against the drug dealers (she and their daughter live but Gibbs is killed shortly thereafter during a tour of duty) .",TRUE,NCIS,AlternateTimeLine
"There are stories where  Caitlin Todd is not killed by Ari and is still with NCIS, more often than not alongside her (in the original universe) replacement Ziva ...which has led to several fics detailing  explicit love scenes between the two.",TRUE,NCIS,AlternateUniverseFic
There are also rewrites of the transcripts for all season three episodes so that  Kate was still alive and having passionate sex with Abby .,TRUE,NCIS,AlternateUniverseFic
"Sometimes, it's been subverted, as the obvious person in danger isn't actually.",FALSE,NCIS,AloneWithThePsycho
"In one case, an undercover Ziva  killed the guy before help arrived and moped for the rest of the episode .",TRUE,NCIS,AloneWithThePsycho
"Also, this seems to happen to Abby about once a season.",TRUE,NCIS,AloneWithThePsycho
" Kate Todd, Jenny Shepard, Mike Franks ... that's not counting the multitude of other NCIS agents and the like who have died, or the spinoff series.",TRUE,NCIS,AnyoneCanDie
Liberally used in the 200th episode to fill in for past NCIS characters who can't make it to filming.,FALSE,NCIS,StockFootage
She calmly works it out at 97.6%.,FALSE,NCIS,AwesomenessByAnalysis
Gibbs gives the bad guy one more chance to surrender.,TRUE,NCIS,AwesomenessByAnalysis
He doesn't .,TRUE,NCIS,AwesomenessByAnalysis
BIG mistake .,TRUE,NCIS,AwesomenessByAnalysis
"Though really, the bad guy was just taking the genius kid at her word.",TRUE,NCIS,AwesomenessByAnalysis
"According to her, there was less than 1 chance in 40 that Ziva could hit him.",TRUE,NCIS,AwesomenessByAnalysis
97.6% is the difference between a  Nave Newcomer  and a cold-hearted professional assassin.,TRUE,NCIS,AwesomenessByAnalysis
 by asking her who told her that the Day of the Dead was in May.,FALSE,NCIS,PerkyGoth
"In ""SWAK"", he even got mad at  Abby ...count how many times that's happened over the course of the series.",FALSE,NCIS,BadBoss
Jackson Gibbs is fairly badass in his own right  although he's not really a grandpa anymore .,TRUE,NCIS,BadassGrandpa
"Ducky gets his own moments of this occasionally, like when he  faced Ari at gunpoint  and had Fornell in a sleeper hold.",TRUE,NCIS,BadassGrandpa
Gibbs I need you to look at something before you leave.,FALSE,NCIS,BadassMustache
" In the Season 9 finale, Harper Dearing succeeded in using Director Vance's car as a car bomb at the NCIS parking lot, and caused some deaths besides that of Jonathan Cole,  who was caught in the explosion   trying to defuse the bomb.",TRUE,NCIS,TheBadGuyWins
""" The poor woman gives birth in   the backseat of a broken down car, parked in a gas station garage, in a blizzard, on Christmas,  during a shootout with Russian mercenaries who want to kill her and kidnap her child,   with ''Gibbs'' as the midwife.",TRUE,NCIS,BirthDeathJuxtaposition
This is interspersed with a desperately outnumbered and outgunned Ziva singlehandedly defending them against an onslaught of Russian mercenaries.,TRUE,NCIS,BirthDeathJuxtaposition
"On a list of places a Jewish woman would not want to be a prisoner, that's pretty high up there.",TRUE,NCIS,BolivianArmyCliffhanger
We have no idea if he or anyone else is dead.,TRUE,NCIS,BolivianArmyCliffhanger
Director Vance uses the NCIS team to investigate the death of a boxer.,FALSE,NCIS,TheBoxingEpisode
"Moments later when the team is joking about it,  Ari snipes her in the head .",TRUE,NCIS,BulletProofVest
"This resulted in Tony (being taught about them by McGee) offering to teach Gibbs, who angrily exclaimed ""It's all backwards!",FALSE,NCIS,CanYouHearMeNow
""" It still comes up from time to time.",FALSE,NCIS,CanYouHearMeNow
"McGee strolls past the jail cell playing a harmonica, then gives it to him as a ""present"".",FALSE,NCIS,CaptivityHarmonica
"Ziva and Abby get into one in the first ""Hiatus"" episode; see  Intimate Healing  below for the resolution.",FALSE,NCIS,CatFight
"This is treated as a joke until the end of the episode, where it's revealed that  the five songs he listens to are recordings of his deceased daughter learning how to play the piano .",TRUE,NCIS,CerebusRetcon
"Everyone gets some, but in particularTony starts out as  The Big Guy  in the first 2 seasons, then becomes  The Lancer  during season 3 and during season 4 he becomes co-hero with Gibbs.",FALSE,NCIS,CharacterDevelopment
"He also killed a robber with it, offscreen, before the  Christmas Episode  when he visits Gibbs.",TRUE,NCIS,ChekhovsGun
"an ICE agent played by Jaime "" Hustle ""  Murray).",FALSE,NCIS,ClingyJealousGirl
"Late in the episiode, he reveals that his repeatedly torturing one particular person that Ducky kept patching up  and that he knew had no information  was  actually to torture  Ducky , as a means of breaking his spirit .",TRUE,NCIS,ColdBloodedTorture
"In the Season 7 opener,  he takes out the terrorist holding Tony, McGee, and Ziva hostage from something like a mile away...and walks in the door about 15 seconds later .",TRUE,NCIS,ColdSniper
Hard to be emotionless after that .,TRUE,NCIS,ColdSniper
"It's revealed in one episode that whenever Tony is left in charge of a case, he secretly has meetings with  Palmer  to help point him in the right direction whenever Tony feels that he's lost on what to do next.",TRUE,NCIS,TheConsigliere
"""Cloak"" referenced both ""Bete Noire"" and ""Trojan Horse""   A particularly  meaningful  one occurs when Ziva  returns to the office after having quit the team and then gotten kidnapped for several months .",TRUE,NCIS,ContinuityNod
She's seen reading the same men's magazine that she and Tony joked about when she was first assigned to the team.,TRUE,NCIS,ContinuityNod
Reynosas vs Gibbs.,FALSE,NCIS,CycleOfRevenge
"Although modern-day NCIS is shown doing covert operations (particularly Tony's season-long deep undercover op), things like assassinations have so far not been part of the usual mandate.",FALSE,NCIS,DarkerAndEdgier
We see it again after (and even some before)  Mike Franks gets killed .,TRUE,NCIS,DeadPersonConversation
"Gibbs has also done this to himself  after he compromised evidence to let a Marine (who normally wouldn't have gotten in, due to health reasons) avoid confessing to a crime he didn't commit .",TRUE,NCIS,DopeSlap
"In an episode where Gibbs  had  Trauma Induced Amnesia , Ziva  takes his hand and uses it to slap her own head, which triggers his memory recall .",TRUE,NCIS,DopeSlap
"A conversation between Gibbs and Vance implies that  Ziva was this as well , something that was treated as pretty much a given by everyone in her first season.",TRUE,NCIS,DoubleAgent
"Unfortunately, Dearing was  Genre Savvy  enough to realize what the NCIS was planning to do, so he instead has a waitress deliver the cellphone to Cole for him and then communicate with him via phone and relay a message to Gibbs.",TRUE,NCIS,DoubleAgent
"The show has almost without exception invoked this; both here and in real life, Federal agents  never  fire only once or twice.",FALSE,NCIS,DoubleTap
He was part of a reality TV show.,FALSE,NCIS,DrillSergeantNasty
"This is made all the more awkward by the fact the ""woman"" had killed a Marine and was intending to kill Tony before the night was over .",TRUE,NCIS,DroppedABridgetOnHim
  Mike Franks  My name is  Mike Franks !,TRUE,NCIS,DyingMomentOfAwesome
I figure I got one last fight left in me!...,TRUE,NCIS,DyingMomentOfAwesome
You want it?,TRUE,NCIS,DyingMomentOfAwesome
"In one episode, the team finds a voice synthesizer speaking individual words, including ""...yankee, white..."".",FALSE,NCIS,EasterEgg
"After Ari is himself killed and Gibbs comes to terms with it, it becomes sunny again.",TRUE,NCIS,EmpathicEnvironment
This is actually a favorite trick of the director.,TRUE,NCIS,EmpathicEnvironment
"In ""Swan Song,"" a major  Tonight Someone Dies  episode, the characters repeatedly comment on how it is they think it's going to rain.",TRUE,NCIS,EmpathicEnvironment
"Tony frequently has one night/weekend/week stands, but  was with Ren Benot's daughter for most of that season.",TRUE,NCIS,EverybodyIsSingle
"Most of the characters have brief flings, sometimes running multiple episodes (usually with characters that may or may not be seen on-screen), presumably brief due to the stress of their jobs.",TRUE,NCIS,EverybodyIsSingle
"Averted by of all people, Leon Vance, who has a wife and two kids.",TRUE,NCIS,EverybodyIsSingle
"Not to mention the onscreen fling between Palmer and Lee  In season 9 opening episode, it is pointed out that Palmer  is getting married the following spring and is mentioned in the following episodes.",FALSE,NCIS,EverybodyIsSingle
"If its happening on screen, it would mean all the characters are gathered in one place - coincidentally around the time for the season finale...  Ziva dates a man named Ray for a few episodes.",TRUE,NCIS,EverybodyIsSingle
They go skiing together.,TRUE,NCIS,EverybodyIsSingle
In a later season he proposes to her and she responds by  decking him and arresting him for murder.,TRUE,NCIS,EverybodyIsSingle
Harm:  And can you tell if someone's lying to you by looking in their eyes?,FALSE,NCIS,EyesNeverLie
"Gibbs keeps his hair fairly short, but in the second part of ""Hiatus"",  while suffering from amnesia , he cuts his hair back to the much shorter crewcut variant he wore when he was a probie.",TRUE,NCIS,ExpositoryHairstyleChange
"Gibbs having a longer-than-Marine-regs haircut gets made fun of in ""My Other Left Foot"" by a gunnery sergeant Gibbs met years before as an MP.",FALSE,NCIS,ExpositoryHairstyleChange
Gunny I've seen sheepdogs shorter.,FALSE,NCIS,ExpositoryHairstyleChange
He pulled out  his own eye and ate it!,TRUE,NCIS,EyeScream
"At times, Director Shepard, especially after wardrobe started putting her in tight skirts and  sweaters .",FALSE,NCIS,FanService
"And there's also  the pic of Kate in the wet T-shirt contest , plus numerous butt shots from  Tony's POV .",TRUE,NCIS,FanService
 invoked  Of the in-universe type.,FALSE,NCIS,FridgeHorror
Cue the season two finale...  The season two finale is crammed full of these.,TRUE,NCIS,Foreshadowing
"It was later revealed that a fake FBI agent as well as the Director of Special Operations, both of whom were in Watcher 8 were the ones who were actually doing this action.",TRUE,NCIS,FrameUp
"Also, the season 3 episode Frame Up where Tony was pointed out as the killer through the evidence collected, no matter what Abby did.",TRUE,NCIS,FrameUp
"In  Life Before His Eyes , if you look at the foreground carefully, you can see   Ari and Leon Vance are playing chess.",FALSE,NCIS,FunnyBackgroundEvent
"When   Ziva  is considering marrying   Ray , everyone assumes Gibbs would walk her down the aisle.",TRUE,NCIS,GiveAwayTheBride
"It does  not  happen, and never will.",TRUE,NCIS,GiveAwayTheBride
"Marrying Ray, that is, not Gibbs walking her down the aisle.",TRUE,NCIS,GiveAwayTheBride
Still holding out hope for the second bit.,TRUE,NCIS,GiveAwayTheBride
"An odd example from a show usually so completely grounded in reality, especially since  it's heavily implied to the viewer that she really is the Angel of Death .",TRUE,NCIS,TheGrimReaper
"Jerry, a witness in a murder investigation, points out several characters' psychological problems ( Abby doesn't admit she likes Tim because she's  Married to the Job  and doesn't want to risk him being The One and missing out; Gibbs shows that he misses his late wife by keeping his house better than a single man who's never home or locks his door should; Ziva most definitely has feelings for Tony ), however it appears he's just really good at reading people and  really  bad at reading the atmosphere.",TRUE,NCIS,HannibalLecture
He later atones by  helping Tony rig a surprise Christmas confetti bombardment .,TRUE,NCIS,HannibalLecture
She was being assaulted via a remote audio transmitter so that she would be declared insane .,TRUE,NCIS,HearingVoices
:   Amnesiac  Gibbs' reaction to  his  Mentor  telling him about 9/11 .,TRUE,NCIS,HeroicBSOD
Agent Lee when she decides that  Redemption Equals Death .,TRUE,NCIS,HeroicSacrifice
Consistently averted; characters who suffer injuries at the end of one episode are typically still sporting the signs of them in the next one...except glaringly in season one when Gibbs recovered from grenade fragments in the shoulder between episodes.,FALSE,NCIS,HollywoodHealing
"In one episode, she gives  the bugs she is raising as evidence  male names, such as George, Norman and the like.",TRUE,NCIS,ICallItVera
George ends up being Regina .,TRUE,NCIS,ICallItVera
" They retrieve Director Vance's car when it was handled by a terrorist and since they found no prints, they don't strip it down for explosives or other traps.",FALSE,NCIS,IdiotBall
The next morning McGee reveals to her that  he never told her where he works .,TRUE,NCIS,INeverSaidItWasPoison
It turns out  she was hired to kill the North Korean assassin the team is trying to catch .,TRUE,NCIS,INeverSaidItWasPoison
He lists the time of death as five minutes to midnight.,FALSE,NCIS,ImplausibleSynchrony
"And then the assassin  (who is actually the stewardess) tries to kill her target by giving her a pillow covered with peanut dust, trying to trigger fatal anaphylaxis from her peanut allergy.",TRUE,NCIS,ImprobableWeaponUser
Ziva has also threatened that she can kill Tony eighteen different ways with a paper clip.,TRUE,NCIS,ImprobableWeaponUser
"Safety recommends that she be believed - after all, the bullpen's probably got plenty of paper clips lying around.",TRUE,NCIS,ImprobableWeaponUser
"Also, in the first ""Hiatus"" episode, after Abby blows up at Ziva and each slaps the other a coupla times, Tony disciplines them in the office area: Tony Abby!",FALSE,NCIS,IntimateHealing
His  hunting down the man who murdered his family  goes without saying.,TRUE,NCIS,ItsPersonal
"Jenny Shepard's  possibly unwarranted  hunt for Ren Benot is this, since  she believes Benot killed her father.",TRUE,NCIS,ItsPersonal
"As Gibbs points out, the Marine Corps doesn't have medics; they use Navy corpsmen.",FALSE,NCIS,JoinTheArmyTheySaid
Then the camera pans out over the water to reveal  Benot's corpse in the water with a hole in his head .,TRUE,NCIS,KarmaHoudini
"And  mid-sentence , talking sarcastically about never expecting to live to see something, to boot.",TRUE,NCIS,KilledOffForReal
Ari Sorry to spoil your  [ BANG!,TRUE,NCIS,KarmicDeath
Gibbs does this about  Once an Episode .,FALSE,NCIS,LaymansTerms
Ziva Why would fish be in a barrel?,FALSE,NCIS,Malaproper
Gibbs How'd you get on?,FALSE,NCIS,Malaproper
A mother lays the smackdown on a kidnapper after learning that her daughter is safe .,TRUE,NCIS,MamaBear
Ducky even  lampshades  the trope.,TRUE,NCIS,MamaBear
"Even  diseases  know better than to mess with Gibbs, as proven in ""S.W.A.K.",FALSE,NCIS,MemeticBadass
"When Tony's  ex-fiance comes to the team for a story , Tony tries his hardest to keep Wendy and Ziva fro being alone.",FALSE,NCIS,TheMissusAndTheEx
Abby and Ziva tend to rotate between this role.,FALSE,NCIS,MsFanservice
"In one episode, Abby is dressed up in a vaguely  Catholic schoolgirl -esque outfit, but can't figure out  why everyone keeps staring at her .",FALSE,NCIS,MsFanservice
 One episode featured a paranoid submariner who killed himself by suffocation when he realized NCIS was closing in.,FALSE,NCIS,MyDeathIsJustTheBeginning
They stow his body in the freezer... then  they realize he has a cold-activated nerve-gas bomb in him.,TRUE,NCIS,MyDeathIsJustTheBeginning
"And all topped off with a  Crowning Moment of Funny : Gibbs You know what our top priority is now, Chief?",TRUE,NCIS,MyDeathIsJustTheBeginning
"However, the dual episode ""Enemies Foreign / Enemies Domestic"" brought this to a level bordering on  Continuity Lock-Out To wit, the earliest referenced event in the series is (former) NCIS Director Morrow's retirement, linked to Vance's promotion; the earliest  chronologically  referenced event in the series continuity is probably Vance's recruitment, which is essentially linked to  Eli David's rise into the top seat of Mossad .",TRUE,NCIS,MythArc
"The cherry on top is definitively the link the entire affair has with the Season 5 finale and Gibbs's mission in Paris... also opening to question the relation between these episodes and  Decker's ""insurance policy"" that Mike Franks took away (with the explicitly stated declaration that it was for Vance to read ""in my will"") .",TRUE,NCIS,MythArc
"(Gibbs flash backs to the well-known  Paris mission with Jenny, where Gibbs terminates Zukov )",TRUE,NCIS,MythArc
"Many of Ducky's stories get cut off before we get sufficient detail, becoming these.",FALSE,NCIS,NoodleIncident
"So they showed the other gang members their evidence, mentioned that they would never get a conviction, and  the leader shows up the next morning dead in a dumpster.",TRUE,NCIS,NotProven
"By the time McGee, Tony, and Ziva have managed to get out of their bonds, he manages to make it all the way to the building they were in, through combat right outside the building, and beating any of the SEALs who were in position around the building to finding and saving his team, in just enough time to save them, again, and have a  Holy Backlight  moment.",TRUE,NCIS,OffscreenTeleportation
That's not a complaint .,TRUE,NCIS,OffscreenTeleportation
"One supporting character (Gerald, Ducky's original assistant),  deliberately shot through the ball-and-socket joint in his shoulder by Ari ,  never  fully recovers from his injuries and retires on a disability pension.",TRUE,NCIS,OnlyAFleshWound
This is a crime drama afterall.,FALSE,NCIS,OnlyBadGuysCallTheirLawyers
"Turns out the suspect had been poisoned, causing extremely elevated blood pressure and a shortly-ensuing heart attack.",FALSE,NCIS,LampshadeHanging
":  Several instances, most notably when  Caitlin Todd is sniped by Ari, although a squib on the back of her head can be seen going off, and in ""Kill Ari"" it's  stated  that the back of her head was pretty much gone.",TRUE,NCIS,PrettyLittleHeadshots
"It's still ineffective, until Gibbs comes up with a simpler solution;  unplug the computer .",TRUE,NCIS,RapidFireTyping
":   Kate's death  was either because Sasha Alexander wanted to have a child, which wouldn't have worked into the episodes very well or because she was exhausted by her role.",TRUE,NCIS,RealLifeWritesThePlot
"The entire Season 8 finale/Season 9 opener dealt with this: DiNozzo was assigned to track down someone leaking NCIS secrets (involving Watcher microchips), and the target is seemingly  Special Agent EJ Barret .",TRUE,NCIS,RedHerringMole
"It is later revealed to be  Special Agent Simon Gade , but then not only did he reveal that he was actually framed, but the entire thing was actually staged as a trap to kill all of them, although only Gade actually bit the dust, as Barret, while wounded, went into hiding, and DiNozzo was hospitalized with amnesia that was presumably brought about from getting grazed in the head.",TRUE,NCIS,RedHerringMole
"When EJ is escorting  Cobb , the  P 2 P  Killer, she runs into  Palmer  and they briefly talk about how he is getting ready to marry.",TRUE,NCIS,Retirony
"When  Cobb  manages to escape two seconds later, guess who gets taken hostage?",TRUE,NCIS,Retirony
Gibbs takes off on one of these when  Ari kills Kate .,TRUE,NCIS,RoaringRampageOfRevenge
He also went on one when  his first wife and daughter were murdered .,TRUE,NCIS,RoaringRampageOfRevenge
"Ziva has requested that Gibbs write them down; only for Tony to rebut this by pointing out that while most are for day-to-day use, only the ones in the forties are reserved for emergencies.",FALSE,NCIS,RuleNumberOne
"However, McGee/Abby was canon before their breakup  and might come back per  Word Of God .",TRUE,NCIS,ShipTease
Tony/Ziva has yet to go beyond  Ship Tease .,TRUE,NCIS,ShipTease
)  This one's even messed with in-universe.,FALSE,NCIS,ShipTease
"McGee uses Ziva and Tony for the basis to show them a grumpy little devil of a kid, then the two simultaneously say ""Do the Director and Gibbs"" and Abby compliments the result saying that Gibbs and Director make nice ""Gibblets""  Lately it seems  every woman Tony meets    including his ex-fiancee who thinks he's perfect!",TRUE,NCIS,ShipperOnDeck
ships Tony/Ziva or is at least aware there's someone he already really likes.,TRUE,NCIS,ShipperOnDeck
"Later, McGee, and then once again with Ziva  following Kate's death .",TRUE,NCIS,SixthRanger
"When she attacks Gibbs in the bathroom, she calls him an asshole through clenched teeth while sobbing.",FALSE,NCIS,SoundEffectBleep
"In ""Newborn King"", the soundtrack of choice is ""Silent Night"" during a scene which is anything  but  silent:  Gibbs is helping a marine give birth, while Ziva is having a shootout with some bad guys  in the next room .",TRUE,NCIS,SoundtrackDissonance
"Invoked by Ari, who  kills Kate and deliberately goes after Shepard and Abby  just because it would cause Gibbs more pain.",TRUE,NCIS,StuffedIntoTheFridge
The show has a bad record of killing female main/recurring characters and current male characters' love interests.,TRUE,NCIS,StuffedIntoTheFridge
"To date,  Kate, Paula Cassidy, Jenny, Michelle Lee, and Lara Macy , although  Kate's actress, as well as Jenny's, wanted to leave the show of her own accord .",TRUE,NCIS,StuffedIntoTheFridge
They're clueless.,FALSE,NCIS,TemptingFate
"Ziva in the season 5 episode ""Shalom""  against an Iranian Agent so she would  confess who she was thinking she was going to kill Ziva right after said confession.",TRUE,NCIS,ThrowingTheFight
"This, of course, shows us some  Hidden Depths , and leads to a great exchange when he starts channeling Gibbs during a team argument.",FALSE,NCIS,TookALevelInBadass
":  Ziva's orange cap;  it's a reminder of the victim from ""Dead Man Walking"" .",TRUE,NCIS,TragicKeepsake
"In the ""Abby's ex is stalking her"" episode, Abby eventually hides in the elevator because she read some statistic that elevators are about the least likely place to die in the United States.",FALSE,NCIS,UncomfortableElevatorMoment
"As one example for the former, they were required to go undercover as a couple of assassins.",FALSE,NCIS,UnresolvedSexualTension
"Of course, killing Michael doesn't help his chances, and probably kills any possibility of hooking up with Ziva in the near future.",TRUE,NCIS,UnresolvedSexualTension
"Then again in season 7  Tony basically puts his life on the line to rescue Ziva, and while they are both captives and he has been injected with Truth Serum he warns her not to ask questions she doesn't want answers to.",TRUE,NCIS,UnresolvedSexualTension
"Then again  they're being rather cagey about who took the bed and who took the sofa while they were in Paris ...  In season 9, Tony calls Ziva to tell her that the Navy officer she is safeguarding is actually the man they suspect of having hired an assassin to kill the officer.",TRUE,NCIS,UnresolvedSexualTension
"When McGee has an onscreen girlfriend  and before she turns out to be an assassin,  Abby is noticeably torn between wanting him to be happy and just wanting him.",TRUE,NCIS,UnresolvedSexualTension
"The breakdown at the end of the exchange:   Boone Hey, do you think she screamed, when he cut out her tongue, Jethro?",TRUE,NCIS,VillainousBreakdown
Gibbs I don't know.,TRUE,NCIS,VillainousBreakdown
Why don't you ask her yourself?,TRUE,NCIS,VillainousBreakdown
*cue agent Cassidy walking into the room and Boone's giant grin melting into shock*   Cassidy I'm afraid your lawyer's going to miss your execution tomorrow.,TRUE,NCIS,VillainousBreakdown
Boone *insert breakdown and screaming here*,TRUE,NCIS,VillainousBreakdown
He got better after Ziva gives him a pep-talk .,TRUE,NCIS,WeWantOurJerkBack
We both know I screwed up.,FALSE,NCIS,WellDoneSonGuy
A  Nipple and Dimed  (by pouring water) photo on one when a drunken Tony discovers  strait-laced Kate once entered (and won) a wet T-shirt contest.,TRUE,NCIS,WetSariScene
He never lets her live it down.,TRUE,NCIS,WetSariScene
Tony describes himself as one  when captured by Saleem .,TRUE,NCIS,WildCard
This causes problems when a  Loony Fan  starts killing people based on actions taken by their fictional selves in McGee's next book (the killer  had been reading McGee's typewriter ribbons to get a sneak peek ).,TRUE,NCIS,WriteWhoYouKnow
"In that episode, McGee finally admits that he bases the characters in his books off the NCIS team (after the content of his latest book had been revealed,  he'd made it a point to deny the similarities ).",TRUE,NCIS,WriteWhoYouKnow
"This is also played with when one of the team members (usually McGee) drinks or spills Gibbs' coffee, leaving them stammering, sputtering, and scrambling to get him a fresh cup.",FALSE,NCIS,YouGetMeCoffee
"This panic exists, but with the exception of Tony.",FALSE,NCIS,YouGetMeCoffee
"Considering their history, it's not surprising...",FALSE,NCIS,YouGetMeCoffee
"Later she does kill him, but no one figures it out until she's already dead... or was it Trent, actually telling the truth?",TRUE,NCIS,YouKilledMyFather
Gibbs' former mother-in-law to the Navy captain who was the main connection to the drug dealers that killed her daughter and granddaughter (the closest she could get to the actual murderers)    as he's on his knees about to propose to her .,TRUE,NCIS,PrepareToDie
"Gibbs later reveals to her that he avenged his family and ""illegally"" arrests her in her lawyer's presence to negate the charges.",TRUE,NCIS,PrepareToDie
He promptly jumps up and draws everyone's attention.,FALSE,NCIS,YouTasteDelicious
TK seems to think his life should perpetually be this.,FALSE,NecessaryRoughness,BigManOnCampus
TK can't figure out how to talk to his girlfriend Vivica.,FALSE,NecessaryRoughness,CannotSpitItOut
"Also counts as  Character Development  since, at the start of the series, TK is a egotistical player who doesn't want to share the limelight with anyone and who is more interested in himself than his time.",TRUE,NecessaryRoughness,DownToTheLastPlay
So letting someone else score in such a big moment is a huge sign of where he's come.,TRUE,NecessaryRoughness,DownToTheLastPlay
"Emphasized by the fact that despite not scoring at all in the game or putting up big numbers, TK is truly happy and celebrates on the win rather than become destructive over the lack of limelight.",TRUE,NecessaryRoughness,DownToTheLastPlay
"And unexpectedly to him perhaps, the media recognizes his contribution to the play and heap some praise on him for that.",TRUE,NecessaryRoughness,DownToTheLastPlay
"It's later subverted when   Ray J goes to a club and gets his car stolen, then later sells illegal TK merchandise and gets caught  and   Lindsey proves she's a talented writer and takes the rap for her brother with the merchandise thing .",TRUE,NecessaryRoughness,FoolishSiblingResponsibleSibling
